"Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics.","Table S18. Missingness handling, multiple imputation, and influence diagnostics."
DEU,DEU,DEU,Germany,Germany,Germany,Germany,Germany,European,European,European,European,European,High-income,High-income,High-income,High-income,0.001487578170151577,0.001487578170151577,0.030402656633580195,0.030402656633580195,0.030402656633580195,0.030402656633580195,0.6887789077846072,0.6887789077846072,0.6887789077846072,0.6887789077846072,0.6887789077846072,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MEX,MEX,MEX,Mexico,Mexico,Mexico,Mexico,Mexico,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.001468726209745695,0.001468726209745695,0.043144739324607655,0.043144739324607655,0.043144739324607655,0.043144739324607655,-0.5707285817152441,-0.5707285817152441,-0.5707285817152441,-0.5707285817152441,-0.5707285817152441,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DZA,DZA,DZA,Algeria,Algeria,Algeria,Algeria,Algeria,African,African,African,African,African,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.0012999801947005424,0.0012999801947005424,0.04472099149161952,0.04472099149161952,0.04472099149161952,0.04472099149161952,-0.5269601492438156,-0.5269601492438156,-0.5269601492438156,-0.5269601492438156,-0.5269601492438156,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KWT,KWT,KWT,Kuwait,Kuwait,Kuwait,Kuwait,Kuwait,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,High-income,High-income,High-income,High-income,0.0012996212294094191,0.0012996212294094191,0.09059499054527309,0.09059499054527309,0.09059499054527309,0.09059499054527309,-0.36118938435952946,-0.36118938435952946,-0.36118938435952946,-0.36118938435952946,-0.36118938435952946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SVK,SVK,SVK,Slovakia,Slovakia,Slovakia,Slovakia,Slovakia,European,European,European,European,European,High-income,High-income,High-income,High-income,9.87594005882572e-4,9.87594005882572e-4,0.0309307760359193,0.0309307760359193,0.0309307760359193,0.0309307760359193,-0.5562515256714193,-0.5562515256714193,-0.5562515256714193,-0.5562515256714193,-0.5562515256714193,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FIN,FIN,FIN,Finland,Finland,Finland,Finland,Finland,European,European,European,European,European,High-income,High-income,High-income,High-income,9.73573863440981e-4,9.73573863440981e-4,0.03595343997534231,0.03595343997534231,0.03595343997534231,0.03595343997534231,-0.5109321522615061,-0.5109321522615061,-0.5109321522615061,-0.5109321522615061,-0.5109321522615061,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MNE,MNE,MNE,Montenegro,Montenegro,Montenegro,Montenegro,Montenegro,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,9.599731268729554e-4,9.599731268729554e-4,0.0404866114976255,0.0404866114976255,0.0404866114976255,0.0404866114976255,0.47697909170418784,0.47697909170418784,0.47697909170418784,0.47697909170418784,0.47697909170418784,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IDN,IDN,IDN,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,9.026596631197499e-4,9.026596631197499e-4,0.05251225918522094,0.05251225918522094,0.05251225918522094,0.05251225918522094,-0.4035696202400548,-0.4035696202400548,-0.4035696202400548,-0.4035696202400548,-0.4035696202400548,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ALB,ALB,ALB,Albania,Albania,Albania,Albania,Albania,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,8.397234704474373e-4,8.397234704474373e-4,0.037815911500734746,0.037815911500734746,0.037815911500734746,0.037815911500734746,-0.4622319327493935,-0.4622319327493935,-0.4622319327493935,-0.4622319327493935,-0.4622319327493935,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COM,COM,COM,Comoros,Comoros,Comoros,Comoros,Comoros,African,African,African,African,African,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,8.387094427466683e-4,8.387094427466683e-4,0.033444939066607254,0.033444939066607254,0.033444939066607254,0.033444939066607254,-0.49232723526836686,-0.49232723526836686,-0.49232723526836686,-0.49232723526836686,-0.49232723526836686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FRA,FRA,FRA,France,France,France,France,France,European,European,European,European,European,High-income,High-income,High-income,High-income,7.638416671535502e-4,7.638416671535502e-4,0.028950324060963904,0.028950324060963904,0.028950324060963904,0.028950324060963904,-0.5061691610315568,-0.5061691610315568,-0.5061691610315568,-0.5061691610315568,-0.5061691610315568,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPV,CPV,CPV,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,Cabo Verde,African,African,African,African,African,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,7.461278860936826e-4,7.461278860936826e-4,0.04364699063645121,0.04364699063645121,0.04364699063645121,0.04364699063645121,-0.4043324502118134,-0.4043324502118134,-0.4043324502118134,-0.4043324502118134,-0.4043324502118134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SAU,SAU,SAU,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Saudi Arabia,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,High-income,High-income,High-income,High-income,6.465005117469551e-4,6.465005117469551e-4,0.09020903159098273,0.09020903159098273,0.09020903159098273,0.09020903159098273,-0.25534669248615544,-0.25534669248615544,-0.25534669248615544,-0.25534669248615544,-0.25534669248615544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NAM,NAM,NAM,Namibia,Namibia,Namibia,Namibia,Namibia,African,African,African,African,African,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,6.294628648811594e-4,6.294628648811594e-4,0.039970021947223044,0.039970021947223044,0.039970021947223044,0.039970021947223044,-0.3888304437285896,-0.3888304437285896,-0.3888304437285896,-0.3888304437285896,-0.3888304437285896,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ROU,ROU,ROU,Romania,Romania,Romania,Romania,Romania,European,European,European,European,European,High-income,High-income,High-income,High-income,6.221031688341755e-4,6.221031688341755e-4,0.0321521732593325,0.0321521732593325,0.0321521732593325,0.0321521732593325,-0.43274252980582284,-0.43274252980582284,-0.43274252980582284,-0.43274252980582284,-0.43274252980582284,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MAR,MAR,MAR,Morocco,Morocco,Morocco,Morocco,Morocco,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,6.038166174549149e-4,6.038166174549149e-4,0.0749522187472928,0.0749522187472928,0.0749522187472928,0.0749522187472928,-0.27298725193713014,-0.27298725193713014,-0.27298725193713014,-0.27298725193713014,-0.27298725193713014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
URY,URY,URY,Uruguay,Uruguay,Uruguay,Uruguay,Uruguay,Americas,Americas,Americas,Americas,Americas,High-income,High-income,High-income,High-income,5.917828057389472e-4,5.917828057389472e-4,0.06860874528850816,0.06860874528850816,0.06860874528850816,0.06860874528850816,0.2834376317842962,0.2834376317842962,0.2834376317842962,0.2834376317842962,0.2834376317842962,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SWZ,SWZ,SWZ,Eswatini,Eswatini,Eswatini,Eswatini,Eswatini,African,African,African,African,African,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,5.868136653062135e-4,5.868136653062135e-4,0.059327054825898146,0.059327054825898146,0.059327054825898146,0.059327054825898146,-0.30503034190077416,-0.30503034190077416,-0.30503034190077416,-0.30503034190077416,-0.30503034190077416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AUT,AUT,AUT,Austria,Austria,Austria,Austria,Austria,European,European,European,European,European,High-income,High-income,High-income,High-income,5.444466404098408e-4,5.444466404098408e-4,0.05568934845461645,0.05568934845461645,0.05568934845461645,0.05568934845461645,0.3038428611281009,0.3038428611281009,0.3038428611281009,0.3038428611281009,0.3038428611281009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOM,DOM,DOM,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Dominican Republic,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,5.32114711291575e-4,5.32114711291575e-4,0.041996497343451136,0.041996497343451136,0.041996497343451136,0.041996497343451136,0.34840120334518704,0.34840120334518704,0.34840120334518704,0.34840120334518704,0.34840120334518704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ISR,ISR,ISR,Israel,Israel,Israel,Israel,Israel,European,European,European,European,European,High-income,High-income,High-income,High-income,4.898981426733435e-4,4.898981426733435e-4,0.05148309655712461,0.05148309655712461,0.05148309655712461,0.05148309655712461,-0.30042986567042224,-0.30042986567042224,-0.30042986567042224,-0.30042986567042224,-0.30042986567042224,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MNG,MNG,MNG,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,4.648734759834858e-4,4.648734759834858e-4,0.05823931947275743,0.05823931947275743,0.05823931947275743,0.05823931947275743,-0.2741760498618412,-0.2741760498618412,-0.2741760498618412,-0.2741760498618412,-0.2741760498618412,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
STP,STP,STP,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,Sao Tome and Principe,African,African,African,African,African,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,4.466017163457174e-4,4.466017163457174e-4,0.04012347633475931,0.04012347633475931,0.04012347633475931,0.04012347633475931,0.32686513720833127,0.32686513720833127,0.32686513720833127,0.32686513720833127,0.32686513720833127,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BRN,BRN,BRN,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Brunei Darussalam,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,High-income,High-income,High-income,High-income,4.2638216153475725e-4,4.2638216153475725e-4,0.073403115466776,0.073403115466776,0.073403115466776,0.073403115466776,0.23199983963440352,0.23199983963440352,0.23199983963440352,0.23199983963440352,0.23199983963440352,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
JAM,JAM,JAM,Jamaica,Jamaica,Jamaica,Jamaica,Jamaica,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,4.1873344244290785e-4,4.1873344244290785e-4,0.042036126985741204,0.042036126985741204,0.042036126985741204,0.042036126985741204,0.30891005279000916,0.30891005279000916,0.30891005279000916,0.30891005279000916,0.30891005279000916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BLZ,BLZ,BLZ,Belize,Belize,Belize,Belize,Belize,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,4.091580506298217e-4,4.091580506298217e-4,0.06272126916848472,0.06272126916848472,0.06272126916848472,0.06272126916848472,0.24727061699474864,0.24727061699474864,0.24727061699474864,0.24727061699474864,0.24727061699474864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BOL,BOL,BOL,Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Bolivia (Plurinational State of),Americas,Americas,Americas,Americas,Americas,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,3.937345451304082e-4,3.937345451304082e-4,0.05997833075865954,0.05997833075865954,0.05997833075865954,0.05997833075865954,-0.248412534107923,-0.248412534107923,-0.248412534107923,-0.248412534107923,-0.248412534107923,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ETH,ETH,ETH,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Ethiopia,African,African,African,African,African,NA,NA,NA,NA,3.869760501037418e-4,3.869760501037418e-4,0.03511672308236933,0.03511672308236933,0.03511672308236933,0.03511672308236933,0.32607870829556307,0.32607870829556307,0.32607870829556307,0.32607870829556307,0.32607870829556307,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KAZ,KAZ,KAZ,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,Kazakhstan,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,3.686913856938951e-4,3.686913856938951e-4,0.05706743010200335,0.05706743010200335,0.05706743010200335,0.05706743010200335,-0.24681847010867652,-0.24681847010867652,-0.24681847010867652,-0.24681847010867652,-0.24681847010867652,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECU,ECU,ECU,Ecuador,Ecuador,Ecuador,Ecuador,Ecuador,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,3.587913505898875e-4,3.587913505898875e-4,0.042019916613438874,0.042019916613438874,0.042019916613438874,0.042019916613438874,-0.28600368538528903,-0.28600368538528903,-0.28600368538528903,-0.28600368538528903,-0.28600368538528903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TUR,TUR,TUR,Türkiye,Türkiye,Türkiye,Türkiye,Türkiye,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,0.00033766213087686107,0.00033766213087686107,0.06775830145723687,0.06775830145723687,0.06775830145723687,0.06775830145723687,0.21553816712897728,0.21553816712897728,0.21553816712897728,0.21553816712897728,0.21553816712897728,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AZE,AZE,AZE,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,Azerbaijan,European,European,European,European,European,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,3.2387709946106225e-4,3.2387709946106225e-4,0.07483226013236736,0.07483226013236736,0.07483226013236736,0.07483226013236736,0.20010407360411014,0.20010407360411014,0.20010407360411014,0.20010407360411014,0.20010407360411014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NER,NER,NER,Niger,Niger,Niger,Niger,Niger,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,3.2141056410946736e-4,3.2141056410946736e-4,0.03900809288478883,0.03900809288478883,0.03900809288478883,0.03900809288478883,0.2813925399860236,0.2813925399860236,0.2813925399860236,0.2813925399860236,0.2813925399860236,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COD,COD,COD,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,3.186153496435442e-4,3.186153496435442e-4,0.0375740780234695,0.0375740780234695,0.0375740780234695,0.0375740780234695,0.28567539513296925,0.28567539513296925,0.28567539513296925,0.28567539513296925,0.28567539513296925,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GMB,GMB,GMB,Gambia,Gambia,Gambia,Gambia,Gambia,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,3.0019530855960875e-4,3.0019530855960875e-4,0.05278856533774973,0.05278856533774973,0.05278856533774973,0.05278856533774973,0.23208949681130228,0.23208949681130228,0.23208949681130228,0.23208949681130228,0.23208949681130228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ITA,ITA,ITA,Italy,Italy,Italy,Italy,Italy,European,European,European,European,European,High-income,High-income,High-income,High-income,2.969216807300491e-4,2.969216807300491e-4,0.041939993153941695,0.041939993153941695,0.041939993153941695,0.041939993153941695,-0.26043726935754796,-0.26043726935754796,-0.26043726935754796,-0.26043726935754796,-0.26043726935754796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MDG,MDG,MDG,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,2.8843689824755803e-4,2.8843689824755803e-4,0.03555775653569423,0.03555775653569423,0.03555775653569423,0.03555775653569423,0.2797024977474614,0.2797024977474614,0.2797024977474614,0.2797024977474614,0.2797024977474614,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PRY,PRY,PRY,Paraguay,Paraguay,Paraguay,Paraguay,Paraguay,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,2.7405440394239475e-4,2.7405440394239475e-4,0.042886474451611166,0.042886474451611166,0.042886474451611166,0.042886474451611166,-0.24730901433371028,-0.24730901433371028,-0.24730901433371028,-0.24730901433371028,-0.24730901433371028,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GTM,GTM,GTM,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Americas,Americas,Americas,Americas,Americas,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,2.659284381690577e-4,2.659284381690577e-4,0.05012457494136354,0.05012457494136354,0.05012457494136354,0.05012457494136354,0.2244865708832232,0.2244865708832232,0.2244865708832232,0.2244865708832232,0.2244865708832232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
KHM,KHM,KHM,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,2.445587094864973e-4,2.445587094864973e-4,0.05742785391310584,0.05742785391310584,0.05742785391310584,0.05742785391310584,0.20034918237823596,0.20034918237823596,0.20034918237823596,0.20034918237823596,0.20034918237823596,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TCD,TCD,TCD,Chad,Chad,Chad,Chad,Chad,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,2.34804744516692e-4,2.34804744516692e-4,0.03264421354104642,0.03264421354104642,0.03264421354104642,0.03264421354104642,0.26378096086694985,0.26378096086694985,0.26378096086694985,0.26378096086694985,0.26378096086694985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
TON,TON,TON,Tonga,Tonga,Tonga,Tonga,Tonga,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,2.2307633018100827e-4,2.2307633018100827e-4,0.08042561287137584,0.08042561287137584,0.08042561287137584,0.08042561287137584,-0.1597066460586916,-0.1597066460586916,-0.1597066460586916,-0.1597066460586916,-0.1597066460586916,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BHR,BHR,BHR,Bahrain,Bahrain,Bahrain,Bahrain,Bahrain,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,High-income,High-income,High-income,High-income,2.1709912364309083e-4,2.1709912364309083e-4,0.08552965894770811,0.08552965894770811,0.08552965894770811,0.08552965894770811,-0.15235456704305822,-0.15235456704305822,-0.15235456704305822,-0.15235456704305822,-0.15235456704305822,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BEL,BEL,BEL,Belgium,Belgium,Belgium,Belgium,Belgium,European,European,European,European,European,High-income,High-income,High-income,High-income,2.0701718904743085e-4,2.0701718904743085e-4,0.02690386915888539,0.02690386915888539,0.02690386915888539,0.02690386915888539,0.27363629746227786,0.27363629746227786,0.27363629746227786,0.27363629746227786,0.27363629746227786,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MLI,MLI,MLI,Mali,Mali,Mali,Mali,Mali,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,2.0675004988413782e-4,2.0675004988413782e-4,0.02941251903227157,0.02941251903227157,0.02941251903227157,0.02941251903227157,0.2612005238219623,0.2612005238219623,0.2612005238219623,0.2612005238219623,0.2612005238219623,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
SWE,SWE,SWE,Sweden,Sweden,Sweden,Sweden,Sweden,European,European,European,European,European,High-income,High-income,High-income,High-income,2.00019376660151e-4,2.00019376660151e-4,0.029102893588261715,0.029102893588261715,0.029102893588261715,0.029102893588261715,0.2583179303548287,0.2583179303548287,0.2583179303548287,0.2583179303548287,0.2583179303548287,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BFA,BFA,BFA,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,Burkina Faso,African,African,African,African,African,Low-income,Low-income,Low-income,Low-income,1.945202517327696e-4,1.945202517327696e-4,0.03215611741720724,0.03215611741720724,0.03215611741720724,0.03215611741720724,0.24196539724108723,0.24196539724108723,0.24196539724108723,0.24196539724108723,0.24196539724108723,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ZMB,ZMB,ZMB,Zambia,Zambia,Zambia,Zambia,Zambia,African,African,African,African,African,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,1.9222481312004895e-4,1.9222481312004895e-4,0.02796902803987061,0.02796902803987061,0.02796902803987061,0.02796902803987061,0.25846758683210225,0.25846758683210225,0.25846758683210225,0.25846758683210225,0.25846758683210225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
QAT,QAT,QAT,Qatar,Qatar,Qatar,Qatar,Qatar,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,High-income,High-income,High-income,High-income,1.9157683998656972e-4,1.9157683998656972e-4,0.12651590693997897,0.12651590693997897,0.12651590693997897,0.12651590693997897,-0.1150075724017725,-0.1150075724017725,-0.1150075724017725,-0.1150075724017725,-0.1150075724017725,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
EGY,EGY,EGY,Egypt,Egypt,Egypt,Egypt,Egypt,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,1.8523723466195278e-4,1.8523723466195278e-4,0.08351408509424954,0.08351408509424954,0.08351408509424954,0.08351408509424954,0.14257624678237987,0.14257624678237987,0.14257624678237987,0.14257624678237987,0.14257624678237987,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
LUX,LUX,LUX,Luxembourg,Luxembourg,Luxembourg,Luxembourg,Luxembourg,European,European,European,European,European,High-income,High-income,High-income,High-income,1.8013209857364778e-4,1.8013209857364778e-4,0.060057447449816385,0.060057447449816385,0.060057447449816385,0.060057447449816385,-0.16790466978051735,-0.16790466978051735,-0.16790466978051735,-0.16790466978051735,-0.16790466978051735,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
IRN,IRN,IRN,Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Iran (Islamic Republic of),Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Eastern Mediterranean,Upper-middle-income,Upper-middle-income,Upper-middle-income,Upper-middle-income,1.669598999846509e-4,1.669598999846509e-4,0.07567912466366981,0.07567912466366981,0.07567912466366981,0.07567912466366981,0.14280039823826687,0.14280039823826687,0.14280039823826687,0.14280039823826687,0.14280039823826687,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BTN,BTN,BTN,Bhutan,Bhutan,Bhutan,Bhutan,Bhutan,South-East Asia,South-East Asia,South-East Asia,South-East Asia,South-East Asia,Lower-middle-income,Lower-middle-income,Lower-middle-income,Lower-middle-income,1.5404487998081667e-4,1.5404487998081667e-4,0.11226131123276967,0.11226131123276967,0.11226131123276967,0.11226131123276967,0.11037002794247783,0.11037002794247783,0.11037002794247783,0.11037002794247783,0.11037002794247783,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NZL,NZL,NZL,New Zealand,New Zealand,New Zealand,New Zealand,New Zealand,Western Pacific,Western Pacific,Western Pacific,Western Pacific,Western Pacific,High-income,High-income,High-income,High-income,1.5205183270993133e-4,1.5205183270993133e-4,0.06829742787419665,0.06829742787419665,0.06829742787419665,0.06829742787419665,0.14402314912113576,0.14402314912113576,0.14402314912113576,0.14402314912113576,0.14402314912113576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
